tp_openmp_part_3_fib_openmp,1,3,1.095390
tp_openmp_part_3_fib_sequential,1,3,0.837885
tp_openmp_part_3_fib_openmp,1,3,0.875460
tp_openmp_part_3_fib_sequential,1,3,0.892496
tp_openmp_part_3_fib_openmp,1,3,0.943101
tp_openmp_part_3_fib_sequential,1,3,0.827851
tp_openmp_part_3_fib_openmp,1,3,0.875657
tp_openmp_part_3_fib_sequential,1,3,0.899252
tp_openmp_part_3_fib_openmp,1,3,0.975473
tp_openmp_part_3_fib_sequential,1,3,1.033615
tp_openmp_part_3_fib_openmp,1,3,1.064288
tp_openmp_part_3_fib_sequential,1,3,0.937486
tp_openmp_part_3_fib_openmp,1,3,1.017472
tp_openmp_part_3_fib_sequential,1,3,0.950265
tp_openmp_part_3_fib_openmp,1,3,0.797293
tp_openmp_part_3_fib_sequential,1,3,0.865073
tp_openmp_part_3_fib_openmp,1,3,0.878098
tp_openmp_part_3_fib_sequential,1,3,0.872384
tp_openmp_part_3_fib_openmp,1,3,0.886833
tp_openmp_part_3_fib_sequential,1,3,0.824251
tp_openmp_part_3_fib_openmp,2,3,0.588952
tp_openmp_part_3_fib_sequential,2,3,0.832972
tp_openmp_part_3_fib_openmp,2,3,0.542161
tp_openmp_part_3_fib_sequential,2,3,1.284849
tp_openmp_part_3_fib_openmp,2,3,0.616868
tp_openmp_part_3_fib_sequential,2,3,0.861349
tp_openmp_part_3_fib_openmp,2,3,0.598518
tp_openmp_part_3_fib_sequential,2,3,1.003352
tp_openmp_part_3_fib_openmp,2,3,0.531560
tp_openmp_part_3_fib_sequential,2,3,0.803878
tp_openmp_part_3_fib_openmp,2,3,0.549453
tp_openmp_part_3_fib_sequential,2,3,0.829190
tp_openmp_part_3_fib_openmp,2,3,0.602574
tp_openmp_part_3_fib_sequential,2,3,0.867415
tp_openmp_part_3_fib_openmp,2,3,0.518031
tp_openmp_part_3_fib_sequential,2,3,0.806032
tp_openmp_part_3_fib_openmp,2,3,0.503735
tp_openmp_part_3_fib_sequential,2,3,0.819597
tp_openmp_part_3_fib_openmp,2,3,0.754996
tp_openmp_part_3_fib_sequential,2,3,0.981359
tp_openmp_part_3_fib_openmp,4,3,0.584546
tp_openmp_part_3_fib_sequential,4,3,0.962501
tp_openmp_part_3_fib_openmp,4,3,0.359719
tp_openmp_part_3_fib_sequential,4,3,0.840623
tp_openmp_part_3_fib_openmp,4,3,0.438142
tp_openmp_part_3_fib_sequential,4,3,0.802323
tp_openmp_part_3_fib_openmp,4,3,0.378290
tp_openmp_part_3_fib_sequential,4,3,0.909048
tp_openmp_part_3_fib_openmp,4,3,0.361124
tp_openmp_part_3_fib_sequential,4,3,0.799390
tp_openmp_part_3_fib_openmp,4,3,0.357412
tp_openmp_part_3_fib_sequential,4,3,0.797165
tp_openmp_part_3_fib_openmp,4,3,0.363760
tp_openmp_part_3_fib_sequential,4,3,0.807852
tp_openmp_part_3_fib_openmp,4,3,0.365193
tp_openmp_part_3_fib_sequential,4,3,0.805482
tp_openmp_part_3_fib_openmp,4,3,0.367368
tp_openmp_part_3_fib_sequential,4,3,0.794792
tp_openmp_part_3_fib_openmp,4,3,0.362167
tp_openmp_part_3_fib_sequential,4,3,0.800813
tp_openmp_part_3_fib_openmp,8,3,0.362822
tp_openmp_part_3_fib_sequential,8,3,0.797419
tp_openmp_part_3_fib_openmp,8,3,0.371717
tp_openmp_part_3_fib_sequential,8,3,0.838010
tp_openmp_part_3_fib_openmp,8,3,0.391482
tp_openmp_part_3_fib_sequential,8,3,0.885180
tp_openmp_part_3_fib_openmp,8,3,0.642905
tp_openmp_part_3_fib_sequential,8,3,0.855098
tp_openmp_part_3_fib_openmp,8,3,0.657662
tp_openmp_part_3_fib_sequential,8,3,0.932111
tp_openmp_part_3_fib_openmp,8,3,0.584088
tp_openmp_part_3_fib_sequential,8,3,1.013265
tp_openmp_part_3_fib_openmp,8,3,0.501972
tp_openmp_part_3_fib_sequential,8,3,0.912969
tp_openmp_part_3_fib_openmp,8,3,0.507760
tp_openmp_part_3_fib_sequential,8,3,0.833264
tp_openmp_part_3_fib_openmp,8,3,0.490367
tp_openmp_part_3_fib_sequential,8,3,0.958066
tp_openmp_part_3_fib_openmp,8,3,0.621684
tp_openmp_part_3_fib_sequential,8,3,0.921215
tp_openmp_part_3_fib_openmp,1,5,2.661640
tp_openmp_part_3_fib_sequential,1,5,2.923773
tp_openmp_part_3_fib_openmp,1,5,2.882573
tp_openmp_part_3_fib_sequential,1,5,3.773128
tp_openmp_part_3_fib_openmp,1,5,2.646345
tp_openmp_part_3_fib_sequential,1,5,2.859549
tp_openmp_part_3_fib_openmp,1,5,2.620751
tp_openmp_part_3_fib_sequential,1,5,2.431635
tp_openmp_part_3_fib_openmp,1,5,2.737533
tp_openmp_part_3_fib_sequential,1,5,2.711830
tp_openmp_part_3_fib_openmp,1,5,2.405181
tp_openmp_part_3_fib_sequential,1,5,2.408407
tp_openmp_part_3_fib_openmp,1,5,2.515830
tp_openmp_part_3_fib_sequential,1,5,2.367476
tp_openmp_part_3_fib_openmp,1,5,2.542709
tp_openmp_part_3_fib_sequential,1,5,2.387567
tp_openmp_part_3_fib_openmp,1,5,2.319475
tp_openmp_part_3_fib_sequential,1,5,2.413895
tp_openmp_part_3_fib_openmp,1,5,2.626793
tp_openmp_part_3_fib_sequential,1,5,2.399683
tp_openmp_part_3_fib_openmp,2,5,1.497158
tp_openmp_part_3_fib_sequential,2,5,2.341378
tp_openmp_part_3_fib_openmp,2,5,1.651878
tp_openmp_part_3_fib_sequential,2,5,2.696600
tp_openmp_part_3_fib_openmp,2,5,1.576230
tp_openmp_part_3_fib_sequential,2,5,2.453773
tp_openmp_part_3_fib_openmp,2,5,1.551143
tp_openmp_part_3_fib_sequential,2,5,2.309163
tp_openmp_part_3_fib_openmp,2,5,1.903943
tp_openmp_part_3_fib_sequential,2,5,2.479598
tp_openmp_part_3_fib_openmp,2,5,1.498962
tp_openmp_part_3_fib_sequential,2,5,2.491456
tp_openmp_part_3_fib_openmp,2,5,1.490512
tp_openmp_part_3_fib_sequential,2,5,2.413811
tp_openmp_part_3_fib_openmp,2,5,1.583639
tp_openmp_part_3_fib_sequential,2,5,2.379178
tp_openmp_part_3_fib_openmp,2,5,1.512235
tp_openmp_part_3_fib_sequential,2,5,2.384688
tp_openmp_part_3_fib_openmp,2,5,1.566362
tp_openmp_part_3_fib_sequential,2,5,2.324689
tp_openmp_part_3_fib_openmp,4,5,1.166221
tp_openmp_part_3_fib_sequential,4,5,2.484464
tp_openmp_part_3_fib_openmp,4,5,1.433283
tp_openmp_part_3_fib_sequential,4,5,2.543306
tp_openmp_part_3_fib_openmp,4,5,1.298968
tp_openmp_part_3_fib_sequential,4,5,2.436039
tp_openmp_part_3_fib_openmp,4,5,1.534666
tp_openmp_part_3_fib_sequential,4,5,2.409617
